cpu_temp,gpu_temp,gpu_power,gpu_graph_freq,gpu_sm_freq,gpu_mem_freq,gpu_vid_freq,gpu_p_state,epoch_train_time,epoch_frozen,epoch_val_time,train_thpt,val_thpt,batch_size,num_workers,model,power_mode,powermizer,hdmi,expo,fan3,gpu_orient,pcie
68.75,41,181.91,2775,2775,10802,2160,P2,16.5067274570465,True,0.638836622238159,1266.39275134311,896.942942927253,32,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.625,42,183.18,2760,2760,10802,2160,P2,16.5305254459381,True,0.649054765701294,1264.56960296665,882.822267518338,32,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
71,44,201.19,2760,2760,10802,2160,P2,44.1328063011169,False,0.650416612625122,473.661245500061,880.973807983373,32,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
71.625,45,200.93,2775,2775,10802,2160,P2,44.1459105014801,False,0.64976167678833,473.520644665357,881.86179713191,32,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.25,41,183.48,2775,2775,10802,2160,P2,16.6496131420136,True,0.649093389511108,1255.52466725193,882.769735848918,32,8,resnet50,balanced,auto,cpu,True,70,horizontal,4-16x
70.875,42,181.51,2760,2760,10802,2160,P2,16.6197891235352,True,0.671406745910645,1257.77769167949,853.431997056906,32,8,resnet50,balanced,auto,cpu,True,70,horizontal,4-16x
72,44,201.24,2760,2760,10802,2160,P2,44.204087972641,False,0.668882369995117,472.897439099705,856.652867086604,32,8,resnet50,balanced,auto,cpu,True,70,horizontal,4-16x
70.625,46,201.2,2760,2760,10802,2145,P2,44.1109321117401,False,0.653640508651733,473.896129581819,876.628655072081,32,8,resnet50,balanced,auto,cpu,True,70,horizontal,4-16x
70.5,40,182.89,2775,2775,10802,2160,P2,16.5329976081848,True,0.640341520309448,1264.38051316546,894.834993244066,32,8,resnet50,perf,auto,gpu,True,70,horizontal,4-16x
71.75,42,182.56,2760,2760,10802,2160,P2,16.5291395187378,True,0.65207576751709,1264.67563397978,878.732240245353,32,8,resnet50,perf,auto,gpu,True,70,horizontal,4-16x
71.625,44,200.07,2760,2760,10802,2160,P2,44.3347976207733,False,0.66091251373291,471.503223693646,866.983130283961,32,8,resnet50,perf,auto,gpu,True,70,horizontal,4-16x
70,45,202.1,2760,2760,10802,2160,P2,44.188723564148,False,0.641640663146973,473.061865424876,893.023202721723,32,8,resnet50,perf,auto,gpu,True,70,horizontal,4-16x
66.375,41,184.5,2775,2775,10802,2160,P2,15.6410501003265,True,0.752469778060913,1336.48315592082,761.492377111277,16,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.625,43,185.22,2775,2775,10802,2160,P2,15.6026449203491,True,0.616875410079956,1339.77284663684,928.874762451191,16,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.875,44,199.79,2760,2760,10802,2145,P2,44.1441788673401,False,0.602161884307861,473.539219357091,951.57135470077,16,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.25,45,199.5,2760,2760,10802,2145,P2,43.7566578388214,False,0.60359263420105,477.733013270811,949.315759557696,16,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
70.75,41,182.61,2760,2760,10802,2160,P2,19.5892097949982,True,1.13549947738647,1067.11808279972,504.623746123465,128,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
71.625,42,180.54,2760,2760,10802,2160,P2,18.7862963676453,True,0.80230975151062,1112.72597806995,714.188003973694,128,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
68.75,44,181.85,2760,2760,10802,2160,P2,50.3310163021088,False,0.810505390167236,415.330377485824,706.966303927688,128,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
70.625,45,199.63,2760,2760,10802,2145,P2,48.0976703166962,False,0.811360597610474,434.615644840153,706.221132364,128,8,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
70,41,182.49,2775,2775,10802,2160,P2,16.6391079425812,True,0.545732021331787,1256.31735019307,1049.96587629524,32,2,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.375,42,181.28,2775,2775,10802,2160,P2,16.6692800521851,True,0.543663501739502,1254.04336207429,1053.96076463959,32,2,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
71.75,44,200.57,2760,2760,10802,2145,P2,44.3987193107605,False,0.547972679138184,470.824391435401,1045.67257057629,32,2,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
70.5,46,199.77,2760,2760,10802,2145,P2,44.3886210918427,False,0.540340185165405,470.931501943897,1060.44306111454,32,2,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
70.375,40,181.58,2775,2775,10802,2160,P2,16.8024904727936,True,0.836373090744019,1244.10128569021,685.100951167944,32,16,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
71.25,42,184.23,2775,2775,10802,2160,P2,16.6802263259888,True,0.83518385887146,1253.22040549476,686.076477548626,32,16,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.375,44,201.03,2760,2760,10802,2160,P2,44.1625354290009,False,0.834469318389893,473.342388450656,686.663952013961,32,16,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
71.125,44,199.07,2775,2775,10802,2160,P2,44.3627758026123,False,0.825162649154663,471.20586171186,694.408551558907,32,16,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
69.125,41,182.77,2775,2775,10802,2160,P2,16.6086673736572,True,0.671492576599121,1258.61994401523,853.322910734245,32,8,resnet50,balanced,adapt,gpu,True,70,horizontal,4-16x
70,42,181.21,2775,2775,10802,2160,P2,16.6031105518341,True,0.657102108001709,1259.04118597167,872.010594734707,32,8,resnet50,balanced,adapt,gpu,True,70,horizontal,4-16x
71.125,44,201.74,2760,2760,10802,2145,P2,44.3054811954498,False,0.664782047271729,471.815211932442,861.936633745747,32,8,resnet50,balanced,adapt,gpu,True,70,horizontal,4-16x
70,46,202.48,2760,2760,10802,2145,P2,44.1327199935913,False,0.665840864181519,473.662171808934,860.565986295175,32,8,resnet50,balanced,adapt,gpu,True,70,horizontal,4-16x
70.25,41,181.49,2775,2775,10802,2160,P2,16.6455969810486,True,0.650722980499268,1255.8275935552,880.559035367654,32,8,resnet50,balanced,max,gpu,True,70,horizontal,4-16x
69.875,42,182.57,2775,2775,10802,2160,P2,16.5122814178467,True,0.654403686523438,1265.96679592722,875.606314267727,32,8,resnet50,balanced,max,gpu,True,70,horizontal,4-16x
70.375,44,201.38,2760,2760,10802,2145,P2,44.4136083126068,False,0.657794713973999,470.666554558378,871.092436329078,32,8,resnet50,balanced,max,gpu,True,70,horizontal,4-16x
72.25,46,202.42,2760,2760,10802,2145,P2,44.1047315597534,False,0.644922971725464,473.962753217965,888.478198360593,32,8,resnet50,balanced,max,gpu,True,70,horizontal,4-16x
66.75,40,131.64,2775,2775,10802,2160,P2,26.5963168144226,True,0.652886867523193,785.973491963527,877.640566081144,32,1,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
67.125,40,130.98,2775,2775,10802,2160,P2,26.4682364463806,True,0.664556741714478,789.776834673037,862.228857270679,32,1,resnet50,balanced,auto,gpu,True,70,horizontal,4-16x
